ad_id,type,area,bedrooms,bathrooms,level,furnished,rent,city,region,price
Ad id 194336511,studio,90.0,1,1,ground,yes,yes,cairo,new cairo - el tagamoa,15000.0
Ad id 194232475,apartment,198.0,3,3,3,,yes,giza,sheikh zayed,14000.0
Ad id 194314010,apartment,135.0,3,2,6,no,no,cairo,madinaty,2950000.0
Ad id 194270657,apartment,175.0,3,2,2,,no,cairo,new cairo - el tagamoa,350000.0
Ad id 192179859,apartment,250.0,4,3,1,no,no,cairo,new cairo - el tagamoa,2850000.0
Ad id 194258317,studio,60.0,1,1,2,no,yes,giza,dokki,5750.0
Ad id 183625126,apartment,140.0,3,2,2,,no,cairo,new cairo - el tagamoa,380000.0
Ad id 194108620,apartment,280.0,3,5,3,yes,yes,giza,sheikh zayed,40000.0
Ad id 194326431,apartment,123.0,3,2,4,no,yes,cairo,rehab city,6500.0
Ad id 194142632,apartment,197.0,3,3,ground,,yes,cairo,rehab city,20000.0
Ad id 194149039,apartment,116.0,3,2,1,no,yes,cairo,madinaty,6500.0
Ad id 194007556,apartment,70.0,2,1,ground,yes,yes,cairo,new cairo - el tagamoa,4000.0
Ad id 194378786,apartment,185.0,3,2,1,no,no,giza,sheikh zayed,2000000.0
Ad id 194166650,apartment,59.0,2,1,1,yes,yes,alexandria,roushdy,20000.0
Ad id 193981062,penthouse,200.0,3,3,3,yes,yes,cairo,new cairo - el tagamoa,30000.0
Ad id 194131499,apartment,225.0,4,2,1,no,yes,alexandria,saba pasha,8500.0
Ad id 192275873,apartment,220.0,3,2,1,,no,cairo,new cairo - el tagamoa,2800000.0
Ad id 193912173,apartment,193.0,3,3,3,,no,alexandria,laurent,2991500.0
Ad id 194251685,apartment,130.0,2,2,8,,yes,alexandria,seyouf,5500.0
Ad id 194128745,apartment,250.0,3,2,2,no,yes,cairo,new cairo - el tagamoa,11000.0
Ad id 194308912,apartment,145.0,2,2,10,,no,cairo,nasr city,700000.0
Ad id 194387439,apartment,130.0,4,2,3,yes,yes,alexandria,saba pasha,7000.0
Ad id 194142878,apartment,130.0,2,1,9,,yes,alexandria,azarita,15000.0
Ad id 194128086,apartment,90.0,2,1,ground,no,yes,cairo,rehab city,16000.0
Ad id 194270609,apartment,172.0,3,3,2,no,no,giza,6th of october,2500000.0
Ad id 193869414,apartment,100.0,2,1,5,no,no,alexandria,sidi beshr,800000.0
Ad id 194366627,apartment,217.0,3,3,3,,yes,cairo,new cairo - el tagamoa,23000.0
Ad id 194268210,apartment,170.0,3,3,1,no,no,cairo,new cairo - el tagamoa,2450000.0
Ad id 194211619,apartment,257.0,3,3,2,no,yes,giza,sheikh zayed,18000.0
Ad id 194318966,apartment,206.0,3,3,2,no,no,giza,6th of october,1545000.0
Ad id 193927814,apartment,110.0,2,1,6,no,yes,alexandria,seyouf,2000.0
Ad id 194283912,apartment,131.0,3,2,2,no,no,cairo,madinaty,2750000.0
Ad id 183710658,apartment,120.0,3,2,2,,yes,v,(,1800.0
Ad id 194298420,apartment,120.0,2,1,4,,no,giza,6th of october,750000.0
Ad id 194283064,apartment,165.0,3,2,2,no,no,cairo,new cairo - el tagamoa,2116500.0
Ad id 194304786,apartment,191.0,3,3,2,yes,yes,cairo,new cairo - el tagamoa,40000.0
Ad id 194314911,apartment,100.0,2,1,1,,no,giza,hadayek al-ahram,520000.0
Ad id 177753574,apartment,120.0,3,1,3,yes,yes,damietta,new damietta,500.0
Ad id 194194554,apartment,240.0,4,4,5,no,no,cairo,madinaty,4350000.0
Ad id 194297881,apartment,250.0,3,3,4,no,no,cairo,nasr city,2600000.0
Ad id 193108960,apartment,200.0,3,2,9,no,yes,alexandria,smoha,10000.0
Ad id 194165282,apartment,116.0,3,2,3,no,yes,cairo,madinaty,6500.0
Ad id 193893513,apartment,92.0,2,1,ground,yes,yes,cairo,rehab city,12000.0
Ad id 194129207,apartment,135.0,3,2,5,no,yes,cairo,madinaty,6500.0
Ad id 186415400,apartment,136.0,2,2,ground,,no,cairo,new cairo - el tagamoa,450000.0
Ad id 192661384,apartment,210.0,3,2,2,no,yes,alexandria,smoha,8500.0
Ad id 194182186,apartment,82.0,2,1,3,yes,yes,cairo,madinaty,9000.0
Ad id 194286298,apartment,155.0,3,3,ground,no,yes,cairo,rehab city,9000.0
Ad id 194149198,apartment,120.0,4,1,1,yes,yes,cairo,zawya al-hamra,2200.0
Ad id 194293511,apartment,160.0,3,2,2,yes,yes,cairo,new cairo - el tagamoa,22000.0
Ad id 194013750,apartment,90.0,2,1,5,yes,yes,giza,6th of october,5500.0
Ad id 191453766,apartment,300.0,4,4,2,no,no,cairo,new cairo - el tagamoa,2702000.0
Ad id 194282913,apartment,131.0,3,2,5,,yes,cairo,madinaty,7000.0
Ad id 194315081,apartment,180.0,3,3,3,no,no,cairo,new cairo - el tagamoa,4000000.0
Ad id 194278036,apartment,175.0,3,2,1,,no,giza,hadayek al-ahram,1250000.0
Ad id 192239056,apartment,103.0,2,1,1,,no,giza,haram,865000.0
Ad id 194129706,duplex,800.0,6,3,ground,no,yes,cairo,new cairo - el tagamoa,40000.0
Ad id 194287465,duplex,257.0,5,5,5,no,no,cairo,new cairo - el tagamoa,3300000.0
Ad id 193732099,apartment,90.0,3,1,5,yes,yes,cairo,badr city,3000.0
Ad id 192591951,apartment,150.0,3,2,3,no,yes,cairo,new cairo - el tagamoa,7000.0
Ad id 194335919,apartment,100.0,1,1,ground,yes,yes,cairo,new cairo - el tagamoa,23000.0
Ad id 194374935,apartment,90.0,2,1,10,no,no,alexandria,asafra,800000.0
Ad id 194273566,duplex,293.0,4,3,ground,no,no,cairo,mostakbal city,3250000.0
Ad id 194199853,penthouse,125.0,3,2,2,,no,giza,sheikh zayed,2500000.0
Ad id 194076057,apartment,80.0,2,1,5,yes,yes,alexandria,agami,1500.0
Ad id 194026366,apartment,100.0,2,1,5,yes,yes,alexandria,camp caesar,5500.0
Ad id 193555755,duplex,270.0,4,3,ground,no,no,giza,6th of october,1500000.0
Ad id 194233446,apartment,149.0,3,3,1,no,no,cairo,new cairo - el tagamoa,1145350.0
Ad id 194303731,apartment,136.0,3,2,ground,yes,yes,cairo,rehab city,16000.0
Ad id 194282948,apartment,195.0,3,3,1,,no,cairo,new cairo - el tagamoa,1257000.0
Ad id 194211578,apartment,240.0,3,4,ground,no,yes,giza,sheikh zayed,18000.0
Ad id 193590952,duplex,700.0,5,4,ground,no,yes,cairo,new cairo - el tagamoa,45000.0
Ad id 194179810,studio,58.0,1,1,ground,no,yes,cairo,madinaty,4700.0
Ad id 194299472,apartment,190.0,3,3,2,,no,damietta,new damietta,2800000.0
Ad id 194316718,apartment,190.0,3,3,2,no,no,giza,sheikh zayed,2400000.0
Ad id 194144550,apartment,265.0,3,4,ground,no,yes,cairo,madinaty,15000.0
Ad id 194092177,apartment,70.0,2,1,1,no,yes,cairo,new cairo - el tagamoa,3500.0
Ad id 193933105,apartment,90.0,2,1,1,yes,yes,alexandria,mandara,300.0
Ad id 192550255,apartment,134.0,2,2,4,no,yes,cairo,shorouk city,6000.0
Ad id 194218037,apartment,130.0,3,2,5,no,no,alexandria,smoha,1550000.0
Ad id 194249277,apartment,210.0,3,3,2,,no,cairo,new cairo - el tagamoa,7000000.0
Ad id 194236262,apartment,196.0,4,3,1,no,no,cairo,rehab city,4250000.0
Ad id 194260150,apartment,70.0,3,1,4,no,no,cairo,heliopolis,460000.0
Ad id 194131697,apartment,161.0,3,3,4,no,no,giza,6th of october,2100000.0
Ad id 194318790,duplex,570.0,5,5,ground,no,no,cairo,new cairo - el tagamoa,5000000.0
Ad id 194294860,apartment,120.0,3,3,ground,no,no,cairo,new cairo - el tagamoa,4110000.0
Ad id 194319848,apartment,200.0,4,2,2,,no,giza,sheikh zayed,5800000.0
Ad id 192088404,apartment,104.0,2,2,2,no,no,cairo,mostakbal city,2000000.0
Ad id 193880639,apartment,100.0,1,1,3,no,yes,alexandria,al ibrahimiyyah,4500.0
Ad id 182088590,apartment,155.0,3,2,1,no,no,alexandria,camp caesar,2200000.0
Ad id 194358519,apartment,105.0,2,1,1,,no,cairo,downtown cairo,700000.0
Ad id 194182536,apartment,150.0,3,1,4,no,yes,cairo,heliopolis,7500.0
Ad id 194321247,apartment,200.0,3,3,10,no,no,alexandria,sporting,3600000.0
Ad id 194366045,apartment,185.0,3,2,ground,,yes,cairo,new cairo - el tagamoa,6500.0
Ad id 194259361,apartment,160.0,3,1,4,no,no,dakahlia,mansura,900000.0
Ad id 194320614,apartment,150.0,2,1,1,yes,yes,cairo,nasr city,7000.0
Ad id 194292975,apartment,250.0,3,2,4,,yes,giza,hadayek al-ahram,4000.0
Ad id 194294839,apartment,400.0,4,3,5,yes,yes,cairo,new cairo - el tagamoa,8500.0
Ad id 194251846,apartment,110.0,3,1,1,no,no,alexandria,nakheel,375000.0
Ad id 190974733,apartment,245.0,3,2,3,,no,cairo,new cairo - el tagamoa,400000.0
Ad id 194322783,apartment,131.0,3,2,2,no,no,cairo,rehab city,3000000.0
Ad id 194298993,apartment,210.0,3,3,4,no,no,cairo,new cairo - el tagamoa,1500000.0
Ad id 194116060,apartment,156.0,3,2,ground,no,no,cairo,obour city,320000.0
Ad id 194309745,apartment,200.0,3,3,ground,no,yes,cairo,madinaty,10000.0
Ad id 194328058,apartment,193.0,3,3,4,no,no,cairo,new cairo - el tagamoa,2350000.0
Ad id 194289097,apartment,200.0,3,2,5,yes,no,giza,dokki,4300000.0
Ad id 194147104,apartment,175.0,4,2,ground,no,yes,cairo,new cairo - el tagamoa,8000.0
Ad id 194197029,apartment,190.0,3,3,3,no,no,giza,sheikh zayed,1400000.0
Ad id 194271245,apartment,220.0,3,3,2,,no,cairo,new cairo - el tagamoa,2300000.0
Ad id 194300644,apartment,430.0,7,5,ground,no,yes,cairo,new cairo - el tagamoa,35000.0
Ad id 194166261,apartment,90.0,2,2,ground,yes,yes,cairo,madinaty,10000.0
Ad id 194254335,apartment,140.0,3,1,3,no,yes,cairo,new cairo - el tagamoa,6700.0
Ad id 194007920,apartment,170.0,2,2,1,yes,yes,cairo,new cairo - el tagamoa,9000.0
Ad id 194305484,apartment,210.0,3,2,5,no,no,giza,sheikh zayed,2150000.0
Ad id 194147078,apartment,195.0,3,3,ground,no,yes,cairo,new cairo - el tagamoa,11000.0
Ad id 194268143,apartment,173.0,3,2,3,,no,cairo,new capital city,260000.0
Ad id 194127243,apartment,107.0,2,1,ground,yes,yes,cairo,madinaty,10000.0
Ad id 192466284,apartment,119.0,2,2,2,,no,cairo,new cairo - el tagamoa,1553000.0
Ad id 194342581,apartment,182.0,3,3,4,no,no,cairo,rehab city,4200000.0
Ad id 194320743,apartment,223.0,3,3,ground,no,yes,giza,sheikh zayed,23000.0
Ad id 194156991,apartment,143.0,3,2,3,no,yes,cairo,madinaty,10000.0
Ad id 194254773,apartment,230.0,3,3,1,no,yes,giza,sheikh zayed,11000.0
Ad id 194322709,apartment,166.0,3,2,1,,no,cairo,new cairo - el tagamoa,1677000.0
Ad id 191727196,apartment,170.0,3,2,3,,yes,giza,haram,3500.0
Ad id 192897963,apartment,155.0,2,2,ground,,yes,cairo,new cairo - el tagamoa,20000.0
Ad id 194271112,apartment,160.0,3,2,5,no,no,cairo,new capital city,2385000.0
Ad id 194368579,apartment,140.0,3,2,3,no,no,giza,sheikh zayed,2500000.0
Ad id 191893511,apartment,140.0,3,2,2,no,yes,cairo,madinaty,7000.0
Ad id 194365185,apartment,128.0,3,2,ground,no,yes,cairo,madinaty,7500.0
Ad id 194021779,apartment,190.0,2,2,2,no,no,cairo,new cairo - el tagamoa,7800000.0
Ad id 194133822,apartment,60.0,1,1,ground,yes,yes,cairo,rehab city,9000.0
Ad id 194132725,apartment,103.0,3,2,4,no,yes,cairo,madinaty,5000.0
Ad id 194272815,apartment,90.0,2,1,3,yes,yes,cairo,rehab city,12000.0
Ad id 194063720,apartment,90.0,2,1,2,yes,yes,alexandria,mandara,350.0
Ad id 194134872,apartment,200.0,3,3,2,no,yes,giza,sheikh zayed,7500.0
Ad id 190180208,apartment,90.0,2,1,2,yes,yes,red sea,gouna,2200.0
Ad id 194269135,apartment,122.0,3,2,ground,no,yes,cairo,rehab city,9000.0
Ad id 194311081,apartment,107.0,3,2,3,,no,cairo,madinaty,980000.0
Ad id 194315743,apartment,192.0,3,3,2,,no,cairo,new cairo - el tagamoa,5500000.0
Ad id 193143145,apartment,230.0,3,3,7,yes,yes,alexandria,roushdy,12000.0
Ad id 193746528,apartment,200.0,3,3,2,no,yes,cairo,new cairo - el tagamoa,28000.0
Ad id 194364619,apartment,90.0,2,1,1,yes,yes,cairo,rehab city,12000.0
Ad id 193384714,apartment,96.0,2,2,2,yes,yes,cairo,madinaty,850.0
Ad id 194291029,apartment,200.0,3,2,10+,no,yes,alexandria,smoha,10000.0
Ad id 194133305,apartment,280.0,4,3,2,no,yes,giza,6th of october,8000.0
Ad id 194197304,apartment,278.0,3,3,2,yes,yes,cairo,new cairo - el tagamoa,30000.0
Ad id 194334556,apartment,400.0,10,2,1,no,yes,cairo,new cairo - el tagamoa,39999.0
Ad id 194380051,apartment,153.0,3,2,1,yes,yes,cairo,madinaty,18000.0
Ad id 192409492,apartment,205.0,3,3,1,no,yes,giza,sheikh zayed,28000.0
Ad id 194305152,apartment,195.0,3,3,2,,yes,cairo,new cairo - el tagamoa,14000.0
Ad id 194267910,apartment,125.0,2,2,2,no,no,cairo,new cairo - el tagamoa,1850000.0
Ad id 194363593,apartment,163.0,3,2,1,no,no,cairo,shorouk city,1060000.0
Ad id 194181011,apartment,150.0,3,2,8,no,yes,cairo,nasr city,8000.0
Ad id 193913244,apartment,270.0,6,3,ground,,yes,giza,mohandessin,25000.0
Ad id 193926945,apartment,220.0,3,2,2,no,no,cairo,new cairo - el tagamoa,2500000.0
Ad id 194284325,studio,58.0,1,1,ground,yes,yes,cairo,madinaty,8500.0
Ad id 194163009,apartment,90.0,2,1,3,yes,yes,alexandria,mandara,350.0
Ad id 194079434,apartment,110.0,3,1,2,no,no,giza,sheikh zayed,935000.0
Ad id 194162317,apartment,100.0,2,1,2,yes,yes,cairo,rehab city,11000.0
Ad id 192550531,apartment,125.0,2,2,9,no,no,alexandria,smoha,1980000.0
Ad id 194045200,apartment,85.0,2,1,ground,yes,yes,cairo,new cairo - el tagamoa,12000.0
Ad id 194286318,apartment,230.0,3,3,ground,no,no,cairo,new cairo - el tagamoa,2500000.0
Ad id 194111493,apartment,140.0,3,1,2,no,no,kafr al-sheikh,kafr al-sheikh city,700000.0
Ad id 193329170,apartment,90.0,2,1,ground,no,yes,cairo,madinaty,7500.0
Ad id 194231650,apartment,135.0,3,1,5,no,yes,giza,faisal,2600.0
Ad id 194253084,apartment,115.0,2,1,1,no,yes,cairo,new cairo - el tagamoa,5000.0
Ad id 194163956,apartment,250.0,3,3,ground,no,yes,cairo,new cairo - el tagamoa,8000.0
Ad id 194128370,duplex,278.0,3,3,1,yes,yes,cairo,new cairo - el tagamoa,45000.0
Ad id 194305679,apartment,132.0,2,3,3,no,no,giza,sheikh zayed,3700000.0
Ad id 194293166,apartment,96.0,2,2,1,no,no,cairo,madinaty,1750000.0
Ad id 194168238,apartment,120.0,2,2,2,no,yes,cairo,rehab city,7000.0
Ad id 193943895,apartment,250.0,4,4,2,no,yes,cairo,heliopolis,15000.0
Ad id 194146875,apartment,90.0,2,1,2,yes,yes,cairo,rehab city,15000.0
Ad id 194359425,apartment,80.0,2,1,2,yes,yes,alexandria,bahray - anfoshy,1700.0
Ad id 194329286,apartment,90.0,2,1,2,no,no,alexandria,nakheel,220000.0
Ad id 194287716,apartment,200.0,3,3,3,no,no,giza,6th of october,1400000.0
Ad id 194179242,apartment,116.0,3,2,3,yes,yes,cairo,madinaty,15000.0
Ad id 194246669,duplex,278.0,3,3,ground,,no,cairo,new cairo - el tagamoa,5000000.0
Ad id 188288329,apartment,150.0,3,2,1,,no,giza,6th of october,900000.0
Ad id 179307134,apartment,144.0,4,2,2,,no,giza,sheikh zayed,3400000.0
Ad id 194315669,apartment,150.0,3,2,3,no,no,cairo,sheraton,2992000.0
Ad id 194362343,duplex,300.0,3,3,ground,no,yes,cairo,new cairo - el tagamoa,20000.0
Ad id 194183915,apartment,171.0,2,3,ground,,no,giza,sheikh zayed,5033907.0
Ad id 194282176,apartment,160.0,3,2,3,no,yes,cairo,nasr city,6500.0
Ad id 194273341,apartment,170.0,3,2,ground,no,yes,cairo,new cairo - el tagamoa,7500.0
Ad id 194066144,duplex,80.0,1,1,6,yes,yes,alexandria,mandara,2200.0
Ad id 194137135,apartment,175.0,3,3,4,yes,yes,cairo,madinaty,25000.0
Ad id 194274670,apartment,175.0,3,3,2,no,no,cairo,new cairo - el tagamoa,3427000.0
Ad id 193884078,apartment,125.0,3,2,3,,no,cairo,new cairo - el tagamoa,600000.0
Ad id 194287839,apartment,130.0,3,2,3,no,no,giza,6th of october,1380000.0
Ad id 194381504,apartment,149.0,3,2,2,no,no,alexandria,seyouf,1170000.0
Ad id 194361063,apartment,82.0,2,1,3,no,yes,cairo,madinaty,6000.0
Ad id 194301250,apartment,125.0,3,1,10,no,no,cairo,ain shams,800000.0
Ad id 185204029,apartment,130.0,3,1,8,no,no,cairo,maadi,1500000.0
Ad id 194315303,apartment,210.0,3,3,2,no,no,cairo,new cairo - el tagamoa,2520000.0
Ad id 194158622,apartment,145.0,3,1,10+,no,no,alexandria,mandara,1100000.0
Ad id 194270828,apartment,80.0,2,1,2,no,no,giza,hadayek 6th of october,715000.0
Ad id 194258538,apartment,139.0,3,3,4,yes,yes,cairo,rehab city,24000.0
Ad id 194145683,apartment,177.0,3,2,10+,no,no,alexandria,maamoura,2500000.0
Ad id 194319945,apartment,167.0,3,2,2,no,no,giza,hadayek 6th of october,950000.0
Ad id 190552714,apartment,191.0,3,2,3,no,no,cairo,new cairo - el tagamoa,1600000.0
Ad id 194082272,apartment,275.0,3,3,9,no,yes,alexandria,smoha,20000.0
Ad id 194286753,apartment,193.0,3,3,3,no,no,cairo,new cairo - el tagamoa,325000.0
Ad id 194305143,apartment,185.0,3,3,2,no,no,cairo,new cairo - el tagamoa,1400000.0
Ad id 194314525,apartment,155.0,3,3,3,yes,yes,cairo,rehab city,20000.0
Ad id 192897918,apartment,190.0,3,2,10+,yes,yes,alexandria,kafr abdo,15000.0
Ad id 192599421,duplex,210.0,3,3,2,no,no,cairo,new cairo - el tagamoa,4000000.0
Ad id 194244211,apartment,105.0,2,1,5,no,yes,giza,6th of october,2700.0
Ad id 194266796,apartment,250.0,4,2,ground,no,yes,cairo,nasr city,17000.0
Ad id 194204701,apartment,200.0,3,2,1,yes,yes,cairo,new cairo - el tagamoa,11000.0
Ad id 194107584,apartment,120.0,2,1,3,yes,yes,cairo,sheraton,500.0
Ad id 194260431,apartment,130.0,3,2,ground,no,no,cairo,new cairo - el tagamoa,810000.0
Ad id 194155032,apartment,230.0,3,3,2,no,yes,cairo,new cairo - el tagamoa,9000.0
Ad id 194315895,apartment,133.0,2,2,3,no,no,cairo,new cairo - el tagamoa,2650000.0
Ad id 194316379,apartment,131.0,2,1,2,no,no,cairo,new capital city,256000.0
Ad id 194301084,duplex,287.0,5,4,2,no,no,giza,6th of october,3994773.0
Ad id 194195501,apartment,105.0,1,2,3,no,yes,giza,sheikh zayed,15000.0
Ad id 194283400,apartment,180.0,3,2,1,yes,yes,giza,sheikh zayed,14000.0
Ad id 194373569,apartment,250.0,3,2,5,no,no,alexandria,nakheel,580000.0
Ad id 194195618,apartment,156.0,3,2,5,no,no,cairo,new cairo - el tagamoa,2975000.0
Ad id 194089032,apartment,190.0,3,2,2,no,yes,cairo,nasr city,5800.0
Ad id 194270280,apartment,210.0,3,3,1,no,no,cairo,new cairo - el tagamoa,3200000.0
Ad id 194271263,apartment,210.0,3,3,3,,no,cairo,new capital city,1840000.0
Ad id 194343932,apartment,90.0,2,1,2,yes,yes,cairo,rehab city,15000.0
Ad id 193427140,apartment,173.0,3,3,5,,no,cairo,new cairo - el tagamoa,2700000.0
Ad id 194383450,apartment,310.0,4,4,10+,no,no,alexandria,mandara,3300000.0
Ad id 194316432,apartment,148.0,2,2,ground,no,no,cairo,new cairo - el tagamoa,169000.0
Ad id 194195785,apartment,146.0,3,2,ground,no,yes,giza,sheikh zayed,8000.0
Ad id 193933675,apartment,153.0,3,1,4,,yes,alexandria,smoha,4500.0
Ad id 194378970,apartment,180.0,3,2,1,,no,cairo,obour city,1250000.0
Ad id 194044637,apartment,95.0,2,1,5,yes,yes,alexandria,mandara,350.0
Ad id 194181326,apartment,58.0,1,1,ground,no,no,cairo,madinaty,1200000.0
Ad id 194171554,apartment,120.0,2,2,4,no,no,alexandria,nakheel,290000.0
Ad id 194364377,apartment,190.0,3,3,ground,,no,cairo,new cairo - el tagamoa,6700000.0
Ad id 194365450,apartment,137.0,3,2,1,,no,cairo,madinaty,1740000.0
Ad id 193663151,apartment,133.0,2,2,1,no,no,giza,6th of october,1900000.0
Ad id 194235235,duplex,254.0,4,4,ground,,no,cairo,new capital city,3460000.0
Ad id 194186651,apartment,171.0,3,3,4,,no,cairo,new capital city,2550000.0
Ad id 194315692,apartment,70.0,2,1,1,yes,no,giza,sheikh zayed,1000000.0
Ad id 193798617,apartment,157.0,3,2,9,no,no,alexandria,bolkly,1800000.0
Ad id 194223959,apartment,130.0,3,1,5,no,no,cairo,ain shams,700000.0
Ad id 193629782,apartment,320.0,3,4,8,yes,no,giza,dokki,7400000.0
Ad id 194289078,apartment,220.0,4,2,ground,no,yes,cairo,maadi,20000.0
Ad id 194170898,apartment,68.0,2,1,1,no,yes,cairo,madinaty,5000.0
Ad id 194366983,apartment,145.0,3,2,10+,no,no,alexandria,sporting,2100000.0
Ad id 194139257,apartment,130.0,2,2,2,,yes,cairo,new cairo - el tagamoa,12000.0
Ad id 194288959,apartment,124.0,3,2,1,no,yes,cairo,madinaty,6000.0
Ad id 194151292,apartment,160.0,3,2,1,,yes,cairo,nasr city,8500.0
Ad id 194211049,apartment,115.0,3,1,ground,no,yes,cairo,obour city,2200.0
Ad id 194072493,apartment,130.0,2,2,3,,no,cairo,new cairo - el tagamoa,372000.0
Ad id 194099563,apartment,100.0,2,1,ground,yes,yes,cairo,new cairo - el tagamoa,5500.0
Ad id 194165203,apartment,107.0,2,1,5,yes,yes,cairo,madinaty,9000.0
Ad id 194309933,apartment,80.0,2,1,ground,no,no,giza,6th of october,360000.0
Ad id 190653311,apartment,220.0,4,3,3,no,no,cairo,new cairo - el tagamoa,4300000.0
Ad id 194232068,apartment,160.0,3,2,4,no,no,giza,6th of october,975000.0
Ad id 194285938,apartment,124.0,3,2,ground,no,no,cairo,madinaty,2750000.0
Ad id 194290985,apartment,180.0,3,2,2,,yes,giza,6th of october,4000.0
Ad id 194108634,apartment,95.0,3,1,5,no,yes,cairo,badr city,3500.0
Ad id 188371262,apartment,135.0,3,2,3,no,no,sharqia,10th of ramadan,500000.0
Ad id 194027107,apartment,122.0,3,1,3,no,no,cairo,nasr city,900000.0
Ad id 194307825,apartment,100.0,2,1,ground,no,yes,cairo,new cairo - el tagamoa,2600.0
Ad id 193368888,apartment,135.0,3,2,ground,no,no,cairo,badr city,700000.0
Ad id 194267674,apartment,187.0,3,4,1,yes,no,cairo,new cairo - el tagamoa,5600000.0
Ad id 194315031,apartment,193.0,3,3,5,,yes,cairo,new cairo - el tagamoa,22000.0
Ad id 194366938,apartment,90.0,2,1,ground,yes,yes,cairo,rehab city,12000.0
Ad id 193875639,duplex,317.0,5,5,3,yes,no,cairo,new cairo - el tagamoa,7000000.0
Ad id 194198382,apartment,140.0,3,2,ground,,no,cairo,new cairo - el tagamoa,490000.0
Ad id 194196103,apartment,133.0,2,2,ground,no,no,cairo,new cairo - el tagamoa,6100000.0
Ad id 194260189,apartment,109.0,3,2,ground,no,no,cairo,madinaty,1900000.0
Ad id 194364632,apartment,70.0,2,1,4,yes,yes,cairo,badr city,2300.0
Ad id 193556250,apartment,500.0,4,5,10+,yes,yes,alexandria,smoha,20000.0
Ad id 194361625,apartment,120.0,3,2,3,no,no,aswan,aswan city,800000.0
Ad id 194294196,apartment,99.0,2,1,3,no,yes,cairo,rehab city,6000.0
Ad id 194264929,apartment,120.0,3,1,10+,,no,alexandria,laurent,1400000.0
Ad id 194117976,apartment,190.0,2,2,8,,yes,cairo,nasr city,5000.0
Ad id 194350648,duplex,400.0,3,3,1,no,yes,cairo,new cairo - el tagamoa,16000.0
Ad id 194254296,apartment,170.0,3,2,4,no,yes,alexandria,roushdy,10000.0
Ad id 194286478,apartment,165.0,3,2,1,,no,cairo,new cairo - el tagamoa,1200000.0
Ad id 194158248,apartment,60.0,1,1,3,yes,yes,south sinai,sharm al-sheikh,200.0
Ad id 194291981,apartment,100.0,2,1,7,no,no,alexandria,manshiyya,350000.0
Ad id 194321132,apartment,125.0,3,2,3,,no,cairo,new capital city,996000.0
Ad id 193818771,apartment,190.0,3,2,2,no,no,cairo,new cairo - el tagamoa,2400000.0
Ad id 194345248,apartment,63.0,2,1,3,yes,yes,cairo,obour city,3000.0
Ad id 194197753,apartment,140.0,2,2,5,no,no,cairo,heliopolis,1000000.0
Ad id 194246329,apartment,239.0,3,3,2,no,no,cairo,new cairo - el tagamoa,8100000.0
Ad id 194258807,apartment,99.0,2,1,1,no,yes,cairo,rehab city,7000.0
Ad id 194282412,apartment,100.0,2,2,5,,yes,cairo,nasr city,3800.0
Ad id 194185214,apartment,150.0,3,3,2,no,no,cairo,new cairo - el tagamoa,220000.0
Ad id 194353741,apartment,51.0,2,1,ground,no,yes,giza,sheikh zayed,4000.0
Ad id 194282928,apartment,140.0,3,2,5,no,no,alexandria,gianaclis,1800000.0
Ad id 194179296,apartment,195.0,3,3,2,no,yes,cairo,new cairo - el tagamoa,10500.0
Ad id 194289536,apartment,120.0,2,1,10,yes,yes,alexandria,smoha,15000.0
Ad id 194316371,apartment,134.0,2,2,2,no,no,cairo,new cairo - el tagamoa,3800000.0
Ad id 194302196,apartment,75.0,1,2,ground,yes,yes,red sea,gouna,1700.0
Ad id 194181597,apartment,212.0,3,3,4,,no,cairo,new capital city,3181000.0
Ad id 194309966,apartment,133.0,3,2,3,yes,yes,cairo,madinaty,10500.0
Ad id 194362563,apartment,145.0,3,2,ground,,yes,cairo,new cairo - el tagamoa,6500.0
Ad id 194318380,apartment,155.0,2,2,4,no,no,cairo,new cairo - el tagamoa,2500000.0
Ad id 194271840,duplex,350.0,4,4,4,,no,cairo,new cairo - el tagamoa,7000000.0
Ad id 193948361,apartment,216.0,3,3,1,no,no,cairo,new cairo - el tagamoa,8300000.0
Ad id 194164994,apartment,310.0,4,3,ground,yes,yes,cairo,zahraa al maadi,12500.0
Ad id 194281500,apartment,143.0,3,2,1,no,yes,cairo,new cairo - el tagamoa,13000.0
Ad id 194304736,apartment,156.0,2,2,3,,no,cairo,new cairo - el tagamoa,4200000.0
Ad id 194275819,duplex,225.0,3,4,ground,,no,cairo,new cairo - el tagamoa,4500000.0
Ad id 194193466,apartment,156.0,3,2,2,,no,cairo,new capital city,160000.0
Ad id 194318779,apartment,130.0,2,2,3,no,no,giza,6th of october,830000.0
Ad id 194181027,penthouse,265.0,3,3,3,no,yes,cairo,new cairo - el tagamoa,7500.0
Ad id 194193129,apartment,116.0,2,1,2,,no,cairo,new cairo - el tagamoa,97000.0
Ad id 194293506,apartment,135.0,3,2,2,no,no,cairo,madinaty,2750000.0
Ad id 194009834,apartment,185.0,3,3,ground,no,yes,giza,6th of october,26000.0
Ad id 193944263,apartment,230.0,3,2,2,no,yes,cairo,new cairo - el tagamoa,20000.0
Ad id 194305596,penthouse,252.0,3,3,4,,no,cairo,new cairo - el tagamoa,800000.0
